,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,y
1785,"-5,26","-7,8","-7,45","14,26","-7,31","-1,93","-10,76","-0,38","10,25","-9,28","3,74","12,85","-15,02","12,33","10,62","-4,94","7,66",-5,"-10,16","17,13","7,68","-10,75","19,83","14,44","-4,93","-2,31","2,62","-10,9","-1,63","-18,35","-17,81","-11,58","-1,72","12,44","8,76","1,61","8,97","-2,36","40,88","-7,63","27,68","12,37","-6,49","-2,22","39,86","-23,69","19,58","17,85","22,51",40,"32,59","-11,61","32,12","18,49","-4,06","-18,67","-16,2","13,56","37,05","-6,65","-46,88","63,94","-6,56","-23,01","-15,47","-9,13","53,71","32,24","15,12","35,86","52,99","23,93","-3,9","1,48","-15,18","-3,6","-77,8","3,89","53,17","-13,17","21,19","4,78","-11,41","-47,79","29,77","-67,81","-55,65","34,47","3,4","-18,34","-21,64","-11,41","27,77","13,45","-89,88","-86,38","-38,56","-103,72","-43,59","31,67","145,98","-8,73","-47,8","-35,36","50,04","54,59","153,21","-23,13","8,71","-41,41","23,67","20,59","-75,75","22,77","34,66","-21,43","-3,83","-39,4","-30,32","47,04","117,87","39,47","8,64","68,16","77,09","-2,52","-99,86","-51,28","-65,04",35,"-63,61","136,43","-95,81","-63,91","9,01","-40,83","81,66","125,72","26,73","-150,5","-9,29","25,89","-17,8","-68,89","-0,81","-29,4","265,66","79,03","-345,58","46,84","-17,19","-27,12","-42,33","417,03","-46,02","29,73","11,73","56,2","72,71","134,02","93,74","150,48","-23,33","17,09","-16,64","-14,92","176,31","-85,51","80,45","-100,71","131,28","-89,86","20,12",-407,"-52,36","-2,06","-32,74","44,03","1,57","90,63","126,33","20,43","18,74","-216,99","88,65","-42,58","-49,75","-11,94","101,68","-68,62","266,15","114,72","86,73",-84,"-56,51","71,82","-163,54","-40,65","178,85","-257,53","58,07"
1786,"1,98","0,04","-5,14","4,94","-3,42","-1,96","-1,98","-7,15","5,7","2,88","15,84","9,18","10,53","1,46","-0,37","9,73","-3,66","10,03","-5,14","21,11","8,7","15,78","5,64","-8,96","-12,02","-0,89","5,34","11,53","4,6","-2,64","-9,45","13,26","2,54","15,67","-3,49","-9,21","7,08","-5,38","4,32","11,6","3,55","9,33","13,48","6,27","14,41","16,54","-6,33","23,22","23,37","2,18","30,28","-28,85","-7,16","2,25","-20,56","-7,76","-1,93","-3,58","9,53","12,76","24,19","-26,39","-3,94","10,51","-14,82","-23,28","36,97","11,56","-5,95","9,46","19,85","41,32","2,98","5,57","10,46","-38,48","-9,15","30,81","-11,27","-3,76","18,57","0,99","-18,9","-38,68","37,09","14,3","21,49","0,94","-31,27","-71,91","-14,81",-19,"10,96","-3,55","22,2","37,45","0,45","-15,48","32,08","-41,36","21,26","-2,55","-68,16","1,81","15,17","11,31","-20,01","-0,88","-47,48","-46,71","-72,92","33,75","-53,77","-15,77","46,6","20,94","73,86","-16,9","-13,86","69,01","-27,17","-10,8","-22,94","-3,54","5,2","15,44","-29,11","-42,16","49,57","40,5","47,19","17,29","51,61","-102,1","159,14","-8,21","7,5","64,55","84,01","-51,72","-96,51","44,16","-19,42","23,98","2,94","-29,07","-145,22","13,77","121,49","-21,27","-73,78","26,63","88,77","-86,59","-120,94","41,55","17,35","-71,53","-62,28","-56,96","5,67","73,14","0,64","-104,52","35,19","-63,97",-48,"-108,57","-0,13","94,3","26,54","2,49","35,1","44,17","-22,05","19,42","-128,16","96,85","25,03","-25,22","254,26","-39,66",-100,"165,59","117,02","114,81","-168,87","52,12","381,33","-14,17","-105,61","209,14","-48,61","-30,17","-155,05","92,15","79,22","-252,31","170,76","-28,31","42,96"
1787,"-3,7","-1,98","1,89","3,43","-9,01","-4,07","-6,02","-3,92","5,83","-11,9","10,02","6,86","-2,52","14,2","8,21","9,8","3,21","12,29","-0,15","18,58","10,02","8,03","13,13","6,6","-9,01","9,09","-1,76","-4,41","-5,69","-1,14","-10,67","-0,52","8,65","20,84","-0,15","-7,94","-2,82","-5,45","33,56","5,25","10,11","8,7","-0,61","-4,1","23,35","-22,57","1,84","14,37","20,13","41,22","30,09","-16,96","3,66","7,14","-17,57","-4,04","0,97","17,44","24,29","-1,28","-37,46","28,92","-21,94","4,19","-19,3","-6,92","36,24","35,78","0,02","19,27","60,32","31,44","-13,34","-9,42","-15,06","-24,54","-29,5","21,89","35,16","-15,14","22,56","14,31","-16,92","-50,93","8,77","-21,53","-73,34","37,4","2,35","-24,96","-8,53","-2,86","36,69","17,39","-45,39","-57,58","-22,08","-53,05","-47,87","19,24","161,07","9,24","-74,74","-32,65","73,65","51,51","92,98","18,63","5,58","-21,3","-21,04","37,73","-63,41","-8,07","11,65","-4,97","25,63","-19,43","-48,48","75,52","47,63","37,4","-9,13","39,29","19,85","45,85","-76,44","-54,38","-33,95","77,25","-33,8","109,12","-78,73","-57,27","87,53","19,76","59,48","108,78","17,58","-24,21","-34,03","22,55","-25,88","-76,28","-98,8","-37,58","234,84","42,42","-198,34","11,56","-51,92","-3,68","-95,83","297,12","-73,6","-23,38","11,63","12,89","114,38","84,31","84,53","134,97","-4,48","7,92","5,93","83,49","132,75","-92,93","2,03","-49,73","19,12","-77,87","-16,11","-151,17","-38,07","-63,49","23,55","60,62","-22,53","64,85","152,27","-96,15","-32,29","-134,11","65,35",153,"-106,37","18,28","304,18","67,06","165,2","207,39","76,17","-78,97","-93,52","118,07","-143,38","-204,42","217,24","-181,69","88,74"
1788,"5,7","8,13","4,13","12,23","6,89","-6,63","1,4","1,49","-6,26","-6,97","7,03","7,46","-5,77","-4,63","9,32","-3,47","11,24","-6,31","6,82","26,1","6,45","8,92","20,51","-7,74","16,52","-4,18","-3,03","-7,6","15,57","-8,09","-15,34","-9,09","5,67","15,02","-25,32","-4,16","-4,82","2,9","17,19","19,13","-25,02","12,96","9,14","2,69","-34,37","4,82","11,81","-16,3",-4,"21,62","33,79","-16,86","11,33","-13,41","3,1","12,93","35,16","3,74","0,62","-0,34","45,81","-26,85","-15,06","10,91","-8,35","-3,19","-19,5","27,84","21,74","25,11","29,76","-14,23","-7,93","-10,05","-12,2","13,7","-1,01","20,86","-59,47","48,18","-18,06","-1,58","-27,76","-60,68","20,25","18,94","-56,76","30,91","6,81","-34,07","-9,66","24,25","-44,99","41,77","-40,08","-83,84","18,2","31,31","-33,11","20,03","123,54","-40,16","-94,02","12,42","50,75","-35,23","120,63","-26,57",-13,"5,74","59,06","31,12","-61,67","31,25","9,73","-29,53","-18,83","-19,36","-38,98","-58,18","81,92","-63,33","19,24","-21,2","20,99","15,02","-20,45","0,55","-93,73","-43,26","54,81","116,52","-115,42","-30,31","30,39","-26,85","-60,32","-135,37","45,51","47,68","-32,76","100,86","38,18","113,3","-147,02","35,62","411,81","-70,77","-285,5","-6,71","-30,71","23,07","-186,41","297,1","7,16","-42,89","98,52","8,07","175,32","140,64","69,21","166,26",13,"4,65","-19,19","24,42","166,52","-96,51","-58,86","94,42","-150,69","-49,18","3,05","-15,53","24,18","-25,42","-114,89","-3,52","-45,23","-20,15","97,09","33,7","-9,7","-337,83","126,71","-6,14","-112,26","115,84","97,08","-19,31","255,23","132,76","-140,98","22,75","-46,56","96,57","-207,7","-117,89","-432,98","-150,68","-8,57"
1789,"-10,06","-8,12","2,53","5,31","-6,53","0,5","6,88","-1,39","5,53","-8,26","20,1","3,22","4,67","-11,16","9,24","13,09","17,71","-7,92","10,28","21,48","14,91","19,2","10,42","-0,3","-4,28","-12,56","2,6","6,37","0,28","-16,16","-11,94","-3,82","8,3","18,73","-0,94","-13,43","-0,61","6,55","16,97","-0,74","-3,58","0,04",3,"13,12","-11,73","0,21","-1,33","-4,23","-17,28","19,17","24,13","-22,92","24,81","-6,71","-17,43",-24,"-5,86","17,69","11,89","29,35","-5,42","21,17","15,68","25,42","-13,62","-30,82","-7,66","28,45","11,69","19,97","30,36","-5,69","-4,04","12,02","10,11","-0,4","-53,82","20,87","20,17",45,"-17,41","25,68","-5,98","-64,98","12,39","-18,45","-15,83","3,22","-20,26","-72,97","-12,76","7,08","-12,24","2,63","-53,03","-19,52","-5,45","-8,46","-17,87","-29,72","82,48","-52,84","-107,26","-30,76","59,12","7,01","73,57","-13,04","-43,23","-63,99","-30,27","32,21","-69,57","18,04","27,55","16,22","-9,86","-18,96","-30,41","46,24","41,12","-57,02","-23,03","-18,26","34,46","18,09","-59,19","-93,56","3,13","9,77","-15,96","86,92","-49,93","-76,4","190,59","-45,93","-15,94","-81,99","73,55","-95,34","-73,82","66,24","15,67","58,42","-8,3","-16,14","61,77","40,91","-88,71","35,04","-92,11","5,54","25,24","160,08","-100,88","42,46","75,68","-16,94","-1,16","38,08","61,55","148,44","-15,73","-65,42","55,89","-23,02","54,82","-185,26","-64,54","98,75","-153,81","-59,77","23,31","-126,61","-31,8","-38,87","-37,84","28,51","-10,35","-28,32","283,08","-8,5","-132,67","-0,09","102,51","62,54","-193,69","0,2","434,08","-37,44","55,57","195,3","-104,44","-100,62","-118,88","133,33","-92,06","-327,49","-136,2","-135,69","-39,63"
1790,"-20,59","-9,63","-8,76","-3,38",-6,"-2,15","-4,35","-1,18",1,"-25,96","7,41","16,04","-2,13","16,43","20,21","13,96","-0,36","11,43","-0,37","22,05","-1,08","11,61","7,08","2,62","7,54","2,5","8,21","3,22","9,22","-10,26","-4,48","-0,47","6,32","18,99","5,79","-24,7","11,92","-4,48","31,46","-2,56","7,5","19,37","-5,95","1,16","13,55","-3,59","3,19","14,16","17,82","20,76","-1,97","-20,54","1,88","2,47","-34,58","-20,93","-52,22","-1,31","6,49","-4,78","13,71","13,38","-11,03","-13,73","-18,77","-8,66","33,65","15,92","-14,18","22,29","61,02","45,55","0,02","36,37","15,97","-21,36","-88,83","31,73","-4,83","-48,12","17,53","4,31","-8,38","-31,76","15,44","-74,17","0,19","-14,86","-27,24","-46,75","10,4","-18,83","28,58","8,88","-40,98","59,26","-25,76","-52,93","-4,6","-17,26","-7,62","17,1","-86,29","1,61","40,96","37,42","-72,83","-8,95","-2,85","-17,88","-85,43","36,4","-63,52","34,16","11,3","3,61","11,92","-17,88","-40,34","29,08","0,32",17,"-23,24","26,46","1,59","-56,69","-15,46","-13,58","81,89","31,51","10,37","-74,69","-4,22","-62,07","106,1","-3,32","33,47","88,07","45,21","-148,47","-60,6","66,65","-18,03","-24,18","240,39","-14,63","-363,23","48,1","50,53","-3,54","-69,25","17,7","219,52","-2,46","-50,18","-1,46","-55,19","89,41","-106,45","-31,28","-6,87","108,44","9,56","-40,38","13,16","-20,45","-78,73","-72,68","113,43","-48,92","119,01","-163,7","36,42","-508,28","-153,39","-30,54","-44,88","134,03","-13,86","59,27","187,75","12,14","-51,81","300,71","105,55","48,17","-172,25","69,24","272,81","28,15","-140,56","170,44","77,03","-60,84","-72,21","84,69","50,16","-204,09","205,84","-131,27","-7,41"
1791,"-3,24","13,26","-4,17","11,68","-1,88","-5,79","-6,66","-10,52","11,42","-9,7","21,47","9,65","-13,86","7,6","19,86","23,3","6,18","0,79","-5,02","14,5","8,26","5,52","14,72","0,74","-10,73","16,43","15,77","-5,42","-12,7","1,02","-19,65","30,99","-6,89","28,14","4,63","-4,86","-1,45","9,33","9,78","3,41","18,91","-3,01","6,51","5,7","10,8","-3,91","11,59","25,92","7,59","21,93","8,39","-12,68","-2,5","-0,51","0,13","3,81","13,13","22,14","20,92","6,64","-16,09","13,8","-9,03","-15,84","-5,77","-53,05","19,47","39,5","4,62","6,81","30,45","35,83","17,44","0,94","-7,68","-8,4","-16,76","26,47","19,21","-65,44","22,95","25,88","-14,99","-47,33","-23,09","-4,93","-46,74","16,68","-2,87","-54,11","-29,01","-37,79","10,72","-13,07","-36,48","-67,49","-21,42","-9,36","-71,18","13,68","87,48","7,19","-34,87","-15,86","44,37","17,18","69,36","33,77","-38,54","-0,87","50,9","5,48","3,13","-2,42","28,61","-28,9","23,4","-9,81","-51,82","29,14","51,92","14,15","-14,42","-8,28","23,79","1,73","-8,74","-78,95","-59,1","48,89","10,91","61,24","-1,94","6,86","149,23","-7,15","55,05","46,78","13,04","0,24","-23,78","46,54","-5,28","-36,01","-55,34","-41,6","225,96","27,75","-223,5","19,78","-122,26","-3,95","-86,83","241,62","-98,89","-44,19","1,39","-50,29","122,1","88,62","29,2","64,15","37,35","-23,13","41,27","9,38","117,62","-195,1","72,84","-32,66","68,43","-50,79","27,37","-129,15","-10,34","-126,98","55,71","11,52","22,85","54,98","206,91","-12,66","-106,19","-202,96","-7,42","99,76","-161,68","-38,39","359,89","-17,09","189,55","208,68","46,85","7,8","-130,75","86,42","-138,57","-273,14","102,81","-125,45","39,9"
1792,"2,19","2,41","2,88","22,03","-10,55","-1,53","5,2","-2,58","8,34","-4,75","8,41","2,16","-21,17","-0,21","22,33","11,26","8,08","5,13","5,93","24,06","12,65","-1,78","24,48","14,54","8,59","-7,54","1,71","-25,19","1,63","-14,71","-27,68","-5,85","0,77","25,06","-2,28","-10,08","-5,8","-1,71","47,55","-2,71","15,1","7,24","-2,79","5,41","-10,36","-28,93","11,86","1,26","10,91","44,21","38,18","-21,77","27,95","5,32","-2,69","-5,09","9,32","17,35","25,95","9,93","-18,58","45,75","-15,56","-11,17","-18,38","-9,22","22,57","34,33","19,54","19,08","73,38","10,02","-19,52","-11,78","-41,24","-16,02","-97,4","7,67","22,3","7,3","-6,13","7,88","-14,09","-67,3","17,67","-87,08","-111,18","34,22","6,11","-25,44","-13,65","10,17","8,83","32,05","-123,76","-166,38","-15,61","-66,23","-75,67","21,63","263,46","-29,63","-81,07","-38,43","71,55","36,49","215,15","-37,86","1,96","-63,59","68,39","24,68","-71,33",64,"35,51","-24,95","-16,65","-38,01","-59,3","29,11","174,31","-25,53","-1,49","36,8","112,86","67,99","-131,23","-68,75","-84,36","5,11","-12,18","201,25","-134,61","-37,99","88,5","-7,48","25,89","35,35","38,71","-83,83","-17,16","25,84","5,8","13,14","-104,74","1,55","571,16","63,51","-640,14","31,1","-40,83","-28,94","-247,17","710,25","-40,96","-2,31","46,47","71,62","239,05","212,11","176,45","168,71","-18,4","16,06","2,69","31,04","353,76","-138,35","6,66","13,34","-2,85","-103,64","-5,92","-429,79","-42,04","-67,2","36,89","-117,76","-14,8","160,16","151,2","21,7","-31,29","-471,94","62,35","65,91","-124,63","28,45","227,51","-7,92","465,29","171,42","-22,44","-131,98","-64,74","96,48","-392,12","-176,2","-130,2","-316,3","34,14"
1793,"5,4","-2,37","-5,61","7,51","-1,63","0,57","-3,73","-7,67","11,94","-0,97","20,89","11,01","-4,34","12,35","19,69","12,04","-4,47","20,19","6,52","30,05","4,97","21,82","16,22","-9,37","6,6","-2,17","5,2","-9,43","1,73","-28,53","0,06","11,28","16,51","14,43","-3,8","-19,8","10,35","2,44","2,26","0,28","3,92","18,87","-1,32","-0,48","9,53","8,48","-3,47","1,11","3,56","35,92","13,32","-29,59","-5,41","-6,32","-16,2","-6,18","1,58","-11,38","3,49","15,78","22,26","-10,95","-10,51","2,18","-18,5","-14,63","28,7","2,03","-6,7","34,85","51,46","24,77","-1,68","2,91","2,03","-15,86","-4,47","27,48","-19,93","0,43","10,36","-1,88","-12,04","-35,88","25,36","-6,79","-72,83","16,74","-44,18",-57,"-10,17","-9,25","-4,96","14,59","-59,31","-76,73","11,85","-14,59","1,34","-33,21","121,01","-23,56","-95,24","3,63","15,58","4,96","52,81","-19,78","-26,57","-42,48","-26,77","32,22","-104,47","4,35","44,19","14,03","24,96","-35,97","-23,13","45,63","-1,11","-23,42","-31,25","0,62","7,97","96,44",-51,"-51,74","-12,47","3,61","29,04","182,41","15,39","-117,69","142,81","34,03","-6,91","22,8","97,76","20,43","-111,86","48,58","-5,72","59,41","-90,5","-1,48","229,65","10,15","-76,62","-22,36","-65,38","21,29","-105,36","290,71","-77,64","48,74","7,16","3,44","38,6","99,94","109,55","106,38","-7,79","-85,53","21,9","-98,14","72,27","-83,18","-0,71","77,79","-14,87","-71,99","54,66","-158,04","-55,93","68,44","-126,37","132,83","-8,43","-37,67","247,75","-11,58","-74,93","-78,35","136,93","16,88","-170,05","72,55","259,74","12,53","144,14","152,43","-48,99","-75,67","-72,05","102,66","-126,22","-193,77","93,37","-231,76","41,1"
1794,"-2,96","-7,02","-18,95","15,9","-4,18","7,29","-6,83","1,7","5,08","-2,36","14,61","-4,49","-1,48","3,91","19,64","3,92","-22,41","21,03","-15,04","21,5","5,3","24,18","11,3","-17,93","-10,84","4,57","5,48",-5,"-19,9","-10,79","10,86","-3,72","14,8","0,44","19,75","11,21","10,03","1,52","7,7","-14,53","36,65","19,44","3,85","-6,86","61,01","-4,01","-4,44","32,49","40,43","31,11","6,28","-23,35","21,99","22,02","-4,33","6,68","-4,76","9,78","18,85","5,12","-45,13","33,94","-6,19","-55,59","-0,83","6,85","51,54","2,02","-8,41","25,88","17,55","28,92","-8,5","-0,25","7,91","-29,56","21,06","11,14","35,54","-48,16","50,4","-2,51","-20,49","-20,02","14,79","35,22","-22,32","3,45","-29,47","-12,02","-9,77","-13,34","34,42","27,2","9,31","8,37","15,16","-120,99","-0,13","-0,79","21,57","43,36","-69,16","-17,53","14,73","36,33","-22,92","-22,3","-1,87","-71,48","-53,88","28,21","-77,48","-3,1","21,69","-6,25","89,1","-22,93","-27,41","80,52","-49,51","60,55","6,34","66,95","-31,43","36,16","7,7","1,44","18,81","8,22","-30,2","63,85","-18,8","-57,27","36,39","11,58","117,28","284,15","39,48","34,06","-55,32","34,34","-54,77","-65,55","-28,93","15,13","-9,83","93,82","112,55","-40,71","-18,01","-23,58","0,27","13,39","-24,06","96,2","-58,95","-25,75","-34,33","24,94","18,05","82,51","-54,27","-18,5","-16,3","-38,01","-48,32",-25,"108,54","-42,93","293,87","-35,3","15,4","-9,81","-20,2","47,79","-88,32","175,87","77,16","137,83","87,2","37,47","29,47","69,62","79,61","-36,24","-58,71","75,91","-4,21","-3,93","-22,26","66,51","135,22","6,87","-20,06","51,3","36,58","-18,55","552,28","-93,99","157,09"
1795,"9,29","-1,13","8,13","-2,62","1,88","12,64","-14,51","-17,05","4,87","-12,29","16,18","19,37","3,11","20,61","8,82","3,39","20,24","-4,91","7,05","32,08","-11,11","4,03","3,47","-10,19","0,82","-2,47","16,16","-9,2","5,64","-28,09","-33,05","10,61","16,17","7,56","-5,16","-12,34","-11,63","-12,09","-0,17","10,21","-10,11","20,38","15,53","-17,7","-19,81","-2,87","-15,32","5,55","-5,35","-1,37","-5,13","6,62","-5,36","-21,88","13,32","37,97","24,92","-29,33","19,35","-24,8","10,18","12,29","-19,91","12,43","-22,67","13,24","-2,04","-24,18","-3,69","38,2","-7,7","26,99","13,07","-1,41","14,85","13,81","76,47","12,46","-9,74","0,14","-6,37","-11,45","-11,46","-1,19","35,86","88,74","-2,97","15,35","-69,65","-28,41","-0,83","-13,91","-6,68","16,82","79,54","72,8","-31,96","41,68","17,04","-35,54","-40,91","-48,33","-79,23","-0,45","-16,84","14,34","-95,33","11,84","5,32","-30,85","-45,95","26,85","-127,25","41,27","60,86","39,66","-39,39","-60,58","-9,76","-20,07","-80,83","-48,42","-28,02","-29,25","-98,21","-16,68","77,01","-43,16","-8,09",3,"41,03","-34,24","53,14","-146,56","93,07","20,25","-7,43","-102,88","97,28","155,51","-117,88","-28,08","40,6","68,79","-55,46","13,95","-40,07","-24,01","241,32","19,5","-18,72","-16,89","-30,05","-240,96","-66,28","-99,91","100,55","45,97","20,58","-16,1","-58,05","92,88","55,43","-78,32","-1,31","-151,04","-125,91","13,58","-16,18","52,04","-173,94","-35,28","57,29","221,97","15,24","150,7","-83,08","196,49","-61,83","48,91","186,71","2,93","23,16","68,23","126,71","63,93","-104,73","88,52","112,71","13,6","-105,76","76,44","-52,24","196,04","-16,62","47,12","132,59","-65,95","-318,52","62,35","18,56"
1796,"-10,19","-12,85","-1,47","-2,71","0,46","3,92","3,34","-6,98","-7,82","-6,01","17,54","-0,61","-1,6","4,67","20,6","-3,99","14,58","-2,42","3,45","29,46","0,27","16,42","25,35","0,06","-1,07","-6,37","9,37","10,64","6,59","-20,1","-19,45","-5,1","14,9","17,18","-7,96","-1,7","9,04","12,33","8,55","11,79","-8,27","15,26","-3,74","1,89","-18,37","7,72","-1,01","9,52","3,41","23,79","7,3","-21,49","15,09","-25,32","-7,04","-21,18","-29,22","5,37","4,7","2,54","1,97","-8,59","-1,83","8,38","-6,41","-9,5","-5,92","16,4","-6,7","25,28","36,55","9,31","-4,62","12,64","5,34","3,21","-40,69","16,92","-12,5","19,19","-1,46","6,05","-32,45","-55,3","11,09","-6,97","-21,12","14,09","-35,3","-43,31","-13,87","-0,54","-24,53","35,18","-30,66","-7,34","6,21","1,43","-24,83","-7,05","13,38","-35,85","-130,75","-3,75","44,14","0,58","8,93","4,86","-22,03","-7,39","-39,96","27,61","-112,65","-2,66","29,64","-2,45","-10,44","-46,57","-43,09","27,81","-6,17","-2,29","6,42","-8,03","-8,98","-37,35","-18,01","-39,93","-2,04","-33,94","1,39","42,21","-107,72","-55,75","93,91","-21,57","0,42","-44,4","79,29","-65,14","-67,74","113,68","18,48","55,16","52,87","16,6","-42,06","11,65","35,36","-22,71","-58,49","9,32","82,21","59,05","-19,23","0,58","33,48","-1,43","-64,22","40,87","7,76","226,91","10,24","-37,58","1,19","-69,2","-34,37","-136,48","27,57","58,72","-76,89","-84,14","21,35","-229,82","-54,79","-0,62","-92,04","168,48","-42,82","-61,47","217,88","-1,27","1,8","72,86","145,69","50,33","-178,92","105,93","167,08","-25,58","-15,27","127,21","-84,16","-21,51","-36,63","124,61","20,02","-189,07","-49,97","-155,34","-32,21"
1797,"-5,17","-9,04","-4,86","7,91","-11,7","-7,39","-1,72","-11,66","14,41","-11,37","24,72","12,72","-0,38","-2,71","-4,42","9,01","1,02","3,95","1,24","24,79","5,9","3,83","11,92","0,81","-1,97","5,92","14,65","-1,5","-15,15","-12,46","-14,07","21,48","15,16","30,3","1,57","-7,43","4,26","0,87","16,24","2,58","-3,64","13,69","-2,97","3,53","8,33","7,47","4,52","13,06","-0,6","8,02","6,88","-5,83","9,48","-12,03","-18,86","-21,07","-18,23","11,33","13,52","-3,34","-15,35","7,62","19,52","-10,81","-8,22","-37,35","3,78","46,92","-9,32","38,17","9,95","3,67","-2,84","3,18","-5,76","-14,93","-32,61","13,05","-5,56","-20,6","7,23","22,1","4,25","-53,27","1,4","-6,53","19,12","12,78","-25,33","-82,63","-24,66","-4,13","-14,1","-3,52","20,4","19,95","3,33","-3,96","-46,93","-26,62","23,04","0,59","-86,28","-1,14","42,81","-4,5","24,9","1,92","-30,09",-15,"-16,41","38,33","-83,8",-10,"47,81","16,22","16,41","-28,25","-50,24","9,06","12,39","-14,63","-24,3","-24,72","33,33","-29,21","-31,87","-123,43","9,5","6,67","4,4","-13,43","-10,39","-119,3","146,34","-21,25","21,31","-4,67","81,69","-119,98","-74,31","45,06","7,23","3,87","41,87","-12,44","-156,45","18,72","14,55","-0,83","-105,23","23,37","164,34","-1,4","-134,53","27,59","0,7","-27,71","-36,41","-39,58","-23,89","169,26","-16,67","-60,04","36,46","0,07","-14,51","-143,1","54,54","6,6","33,63","41,2","28,8","-68,68","-12,07","10,66","-71,82","98,42","17,79","-27,28","304,19","34,23","-79,7","88,33","101,35","32,29","-144,6","22,01","421,72","-53,13","-20,41","237,57","-37,28","-31,7","-143,21","145,44","66,14","-289,06","50,03","-15,5","7,35"
1798,"2,53","-3,89","-7,42","12,74","-2,98","-5,16","1,87","-8,64","3,63","-14,65","27,45","12,96","-4,55","-1,79","24,61","11,66","1,57","5,93","5,58","43,71","15,26","23,26","35,17","-11,03","-0,53","5,74","7,03","-8,26","0,01","-31,17","-4,1","1,61","33,66","19,2","3,34","-23,06","7,32","0,22","20,53","3,22","-4,98","29,63","-1,5","0,07","-9,65","20,46","-16,2","13,66","0,26","31,11","9,93","-28,22","-2,14","-8,09","-22,32","-12,78","-22,02","-7,22","5,63","17,04","39,55","-12,8","-4,49","0,55","-5,87","-13,18","-0,47","-0,8","-0,04","40,67","47,46","19,35","9,81","9,16","7,74","-12,8","-45,47","44,42","-31,58","-29,16","-0,91","7,85","-18,24","-55,83","23,8","-33,8","-27,98","-7,83","-68,24","-91,27","1,97","-23,82","-7,47","37,91","-53,86","-15,57","-0,57","10,09","6,38","-45,72","75,08","-7,05","-186,94","18,65","30,96","-4,24","20,38","-14,78","-51,74","-23,52","-45,59","64,6","-155,06","25,85","32,11",33,"31,47","-25,87","-27,67","-3,41","15,15","-61,2","-37,37","-47,5","21,66","52,42","-39,53","-79,44","33,88","13,23","68,59","72,35","-36,96","-144,53","211,94","12,26","-1,17","-27,67","125,88","-67,54","-145,03","135,83","-6,88","62,87","40,76","-3,98","3,6","17,17","-83,75","-11,83","-96,59","39,83","19,67","205,35","-85,22","22,04","26,23","16,8","-16,23","45,67","66,5","240,21","0,76","-136,74","27,22","-77,56","37,48","-147,85","91,17","50,49","-14,82","-70,98","51,88","-293,02","-80,2","67,42","-198,99","90,19","-5,36","-62,59","364,4","59,09","-92,13","40,7","219,22","45,89","-262,93","145,99","401,87","-92,16","58,17",227,-81,"-88,9","-89,91","212,43","-66,78","-355,19","10,33","-170,72","4,78"
