"","GeoName","2024"
"14445","Southeast",7162372
"14446","Southeast",13541998
"14447","Southeast",125094777
"14448","Southeast",31724732
"14449","Southeast",6703170
"14450","Southeast",NA
"14451","Southeast",3330552
"14452","Southeast",1200650
"14453","Southeast",13027385
"14454","Southeast",5333310
"14455","Southeast",6713445
"14456","Southeast",34929472
"14457","Southeast",17823266
"14458","Southeast",186842702
"14459","Southeast",235233115
"14460","Southeast",55173672
"14461","Southeast",7866282
"14462","Southeast",8636835
"14463","Southeast",22581947
"14464","Southeast",34767128
"14465","Southeast",18614895
"14466","Southeast",14593955
"14467","Southeast",10699919
"14468","Southeast",5166906
"14469","Southeast",35425573
"14470","Southeast",11090291
"14471","Southeast",10615712
"14472","Southeast",165750412
"14473","Southeast",24859558
"14474","Southeast",5292377
"14475","Southeast",6232417
"14476","Southeast",45712567
"14477","Southeast",5625230
"14478","Southeast",1589898
"14479","Southeast",612953
"14480","Southeast",25734577
"14481","Southeast",20707884
"14482","Southeast",29382951
"14483","Southeast",96125507
"14484","Southeast",27554048
"14485","Southeast",6047062
"14486","Southeast",10307341
"14487","Southeast",23284701
"14488","Southeast",22306194
"14489","Southeast",6626161
"14490","Southeast",236465642
"14491","Southeast",706897
"14492","Southeast",87721773
"14493","Southeast",50635231
"14494","Southeast",95263336
"14495","Southeast",2138405
"14496","Southeast",89510152
"14497","Southeast",65825760
"14498","Southeast",22845928
"14499","Southeast",838464
"14500","Southeast",405246340
"14501","Southeast",104770108
"14502","Southeast",182946174
"14503","Southeast",170951981
"14504","Southeast",11994193
"14505","Southeast",50767068
"14506","Southeast",434038310
"14507","Southeast",227363344
"14508","Southeast",129886926
"14509","Southeast",40721078
"14510","Southeast",36066962
"14511","Southeast",52581958
"14512","Southeast",26465520
"14513","Southeast",2205067
"14514","Southeast",23911371
"14515","Southeast",151393115
"14516","Southeast",29435638
"14517","Southeast",121957477
"14518","Southeast",138577344
"14519","Southeast",39084180
"14520","Southeast",40833277
"14521","Southeast",52045194
"14522","Southeast",6614693
"14523","Southeast",591715970
"14524","Southeast",126905088
"14525","Southeast",67225549
"14526","Southeast",397585333
"14527","Southeast",121650441
"14528","Southeast",275934892
"14529","Southwest",2157985752
"14530","Southwest",226209230
"14531","Southwest",124785282
"14532","Southwest",101423948
"14533","Southwest",213521
"14534","Southwest",1931990043
"14535","Southwest",1501753112
"14536","Southwest",293921369
"14537","Southwest",192497421
"14538","Southwest",362311271
"14539","Southwest",9731786
"14540","Southwest",352579485
"14541","Southwest",12950808
"14542","Southwest",2145034944
"14543","Southwest",1853104959
"14544","Southwest",3262000
"14545","Southwest",208791
"14546","Southwest",31598
"14547","Southwest",3021611
"14548","Southwest",119576180
"14549","Southwest",84450117
"14550","Southwest",6337391
"14551","Southwest",28788672
"14552","Southwest",17799855
"14553","Southwest",157625568
"14554","Southwest",44606500
"14555","Southwest",26497904
"14556","Southwest",86521164
"14557","Southwest",172802526
"14558","Southwest",107705670
"14559","Southwest",3038082
"14560","Southwest",5918540
"14561","Southwest",4208869
"14562","Southwest",18531217
"14563","Southwest",16049453
"14564","Southwest",26361002
"14565","Southwest",3838041
"14566","Southwest",6111986
"14567","Southwest",NA
"14568","Southwest",6521248
"14569","Southwest",65096856
"14570","Southwest",11984520
"14571","Southwest",2817315
"14572","Southwest",178857
"14573","Southwest",385803
"14574","Southwest",359233
"14575","Southwest",2742501
"14576","Southwest",2322802
"14577","Southwest",17846367
"14578","Southwest",5211921
"14579","Southwest",114868447
"14580","Southwest",121083695
"14581","Southwest",30974737
"14582","Southwest",3759336
"14583","Southwest",4398535
"14584","Southwest",10366492
"14585","Southwest",18472937
"14586","Southwest",7536404
"14587","Southwest",7252201
"14588","Southwest",6002558
"14589","Southwest",2779086
"14590","Southwest",16827928
"14591","Southwest",6324524
"14592","Southwest",6388957
"14593","Southwest",136103744
"14594","Southwest",16917590
"14595","Southwest",26613393
"14596","Southwest",2220618
"14597","Southwest",49563467
"14598","Southwest",15197069
"14599","Southwest",14856358
"14600","Southwest",51664567
"14601","Southwest",11958641
"14602","Southwest",1954528
"14603","Southwest",4295757
"14604","Southwest",16763847
"14605","Southwest",12850144
"14606","Southwest",3841650
"14607","Southwest",145576023
"14608","Southwest",53210731
"14609","Southwest",35188831
"14610","Southwest",49628036
"14611","Southwest",50284832
"14612","Southwest",33214468
"14613","Southwest",16334162
"14614","Southwest",736202
"14615","Southwest",221003851
"14616","Southwest",46905478
"14617","Southwest",101933212
"14618","Southwest",94846319
"14619","Southwest",7086893
"14620","Southwest",23822608
"14621","Southwest",207918629
"14622","Southwest",116029692
"14623","Southwest",57405711
"14624","Southwest",16428714
"14625","Southwest",18054512
"14626","Southwest",19230818
"14627","Southwest",11415923
"14628","Southwest",1024924
"14629","Southwest",6789971
"14630","Southwest",74390081
"14631","Southwest",11002207
"14632","Southwest",63387874
"14633","Southwest",67252845
"14634","Southwest",21945080
"14635","Southwest",19494174
"14636","Southwest",22181574
"14637","Southwest",3632017
"14638","Southwest",291929985
"14639","Southwest",52123357
"14640","Southwest",24930801
"14641","Southwest",214875827
"14642","Southwest",58737556
"14643","Southwest",156138271
"14644","Rocky Mountain",672776020
"14645","Rocky Mountain",75554087
"14646","Rocky Mountain",39948825
"14647","Rocky Mountain",35605262
"14648","Rocky Mountain",3895782
"14649","Rocky Mountain",601117715
"14650","Rocky Mountain",479432494
"14651","Rocky Mountain",98577515
"14652","Rocky Mountain",62972253
"14653","Rocky Mountain",94766011
"14654","Rocky Mountain",2121436
"14655","Rocky Mountain",92644575
"14656","Rocky Mountain",5167965
"14657","Rocky Mountain",667608055
"14658","Rocky Mountain",565457291
"14659","Rocky Mountain",401526
"14660","Rocky Mountain",1358731
"14661","Rocky Mountain",3792694
"14662","Rocky Mountain",3794470
"14663","Rocky Mountain",6553615
"14664","Rocky Mountain",55539770
"14665","Rocky Mountain",15005988
"14666","Rocky Mountain",7364409
"14667","Rocky Mountain",33169373
"14668","Rocky Mountain",43138196
"14669","Rocky Mountain",1399672
"14670","Rocky Mountain",1850303
"14671","Rocky Mountain",743391
"14672","Rocky Mountain",3580455
"14673","Rocky Mountain",2625754
"14674","Rocky Mountain",7859263
"14675","Rocky Mountain",894274
"14676","Rocky Mountain",3359017
"14677","Rocky Mountain",5975003
"14678","Rocky Mountain",1091116
"14679","Rocky Mountain",46469
"14680","Rocky Mountain",175324
"14681","Rocky Mountain",97198
"14682","Rocky Mountain",23484
"14683","Rocky Mountain",3535496
"14684","Rocky Mountain",1391450
"14685","Rocky Mountain",30716145
"14686","Rocky Mountain",39025452
"14687","Rocky Mountain",8740320
"14688","Rocky Mountain",1254313
"14689","Rocky Mountain",1133365
"14690","Rocky Mountain",3777138
"14691","Rocky Mountain",5555596
"14692","Rocky Mountain",1965070
"14693","Rocky Mountain",2122363
"14694","Rocky Mountain",1660953
"14695","Rocky Mountain",1484989
"14696","Rocky Mountain",5283909
"14697","Rocky Mountain",2516100
"14698","Rocky Mountain",3531336
"14699","Rocky Mountain",26903300
"14700","Rocky Mountain",6443069
"14701","Rocky Mountain",-263
"14702","Rocky Mountain",6591215
"14703","Rocky Mountain",1333291
"14704","Rocky Mountain",150461
"14705","Rocky Mountain",2726472
"14706","Rocky Mountain",2892713
"14707","Rocky Mountain",23024870
"14708","Rocky Mountain",8845317
"14709","Rocky Mountain",5005711
"14710","Rocky Mountain",4967386
"14711","Rocky Mountain",1760372
"14712","Rocky Mountain",35418776
"14713","Rocky Mountain",56140
"14714","Rocky Mountain",13064539
"14715","Rocky Mountain",9304113
"14716","Rocky Mountain",12643562
"14717","Rocky Mountain",350422
"14718","Rocky Mountain",28857215
"14719","Rocky Mountain",24549579
"14720","Rocky Mountain",4119056
"14721","Rocky Mountain",188580
"14722","Rocky Mountain",83792204
"14723","Rocky Mountain",14802176
"14724","Rocky Mountain",25691613
"14725","Rocky Mountain",23518503
"14726","Rocky Mountain",2173110
"14727","Rocky Mountain",8979395
"14728","Rocky Mountain",63287490
"14729","Rocky Mountain",32703452
"14730","Rocky Mountain",17466347
"14731","Rocky Mountain",6290731
"14732","Rocky Mountain",6826960
"14733","Rocky Mountain",8650728
"14734","Rocky Mountain",3615013
"14735","Rocky Mountain",415593
"14736","Rocky Mountain",4620122
"14737","Rocky Mountain",25043542
"14738","Rocky Mountain",6139405
"14739","Rocky Mountain",18904137
"14740","Rocky Mountain",23874773
"14741","Rocky Mountain",6982802
"14742","Rocky Mountain",6597962
"14743","Rocky Mountain",9585541
"14744","Rocky Mountain",708468
"14745","Rocky Mountain",102150764
"14746","Rocky Mountain",19067394
"14747","Rocky Mountain",8750172
"14748","Rocky Mountain",74333198
"14749","Rocky Mountain",26740769
"14750","Rocky Mountain",47592429
"14751","Far West",4767967689
"14752","Far West",3339491344
"14753","Far West",370099621
"14754","Far West",203373348
"14755","Far West",166726273
"14756","Far West",-4085487
"14757","Far West",2965306236
"14758","Far West",801083640
"14759","Far West",2464421270
"14760","Far West",515212595
"14761","Far West",348486322
"14762","Far West",359857479
"14763","Far West",11977459
"14764","Far West",347880020
"14765","Far West",27643397
"14766","Far West",3311847947
"14767","Far West",2776224312
"14768","Far West",1479394
"14769","Far West",17221911
"14770","Far West",8475455
"14771","Far West",2357545
"14772","Far West",22152621
"14773","Far West",185794002
"14774","Far West",49439279
"14775","Far West",22781549
"14776","Far West",113573174
"14777","Far West",5879573
"14778","Far West",5159231
"14779","Far West",15524777
"14780","Far West",78362735
"14781","Far West",7060931
"14782","Far West",32029764
"14783","Far West",16261799
"14784","Far West",67496747
"14785","Far West",21580123
"14786","Far West",7882649
"14787","Far West",400092
"14788","Far West",835099
"14789","Far West",2668838
"14790","Far West",418178
"14791","Far West",3531270
"14792","Far West",16094228
"14793","Far West",5804219
"14794","Far West",125326167
"14795","Far West",179750940
"14796","Far West",29724530
"14797","Far West",4679411
"14798","Far West",5564455
"14799","Far West",12759780
"14800","Far West",31831558
"14801","Far West",10553856
"14802","Far West",8470072
"14803","Far West",11282907
"14804","Far West",4036614
"14805","Far West",21911727
"14806","Far West",9375033
"14807","Far West",29560997
"14808","Far West",135865813
"14809","Far West",18187356
"14810","Far West",2520279
"14811","Far West",29192232
"14812","Far West",22047236
"14813","Far West",-49116
"14814","Far West",868272
"14815","Far West",21216052
"14816","Far West",15065108
"14817","Far West",257699086
"14818","Far West",75631105
"14819","Far West",24550672
"14820","Far West",22632530
"14821","Far West",14801462
"14822","Far West",36870202
"14823","Far West",83213115
"14824","Far West",153496110
"14825","Far West",45935538
"14826","Far West",47379483
"14827","Far West",2862921
"14828","Far West",105700153
"14829","Far West",89615465
"14830","Far West",406394137
"14831","Far West",103440984
"14832","Far West",130688242
"14833","Far West",120199333
"14834","Far West",10488909
"14835","Far West",45236036
"14836","Far West",344260819
"14837","Far West",172033787
"14838","Far West",82119740
"14839","Far West",31360773
"14840","Far West",58746519
"14841","Far West",57357926
"14842","Far West",37453485
"14843","Far West",2223438
"14844","Far West",17681003
"14845","Far West",134849816
"14846","Far West",35821812
"14847","Far West",99028004
"14848","Far West",103135603
"14849","Far West",31068720
"14850","Far West",30668943
"14851","Far West",34546589
"14852","Far West",6851351
"14853","Far West",535623635
"14854","Far West",66101367
"14855","Far West",38385692
"14856","Far West",431136576
"14857","Far West",118522246
"14858","Far West",312614330
"14859","United States",15006865000
"14860","United States",92135
"14861","United States",44528000
"14862","United States",14962337000
"14863","United States",12419139000
"14864","United States",35554000
"14865","United States",4099000
"14866","United States",1017000
"14867","United States",30438000
"14868","United States",92467000
"14869","United States",31825000
"14870","United States",23658000
"14871","United States",36984000
"14872","United States",103430000
"14873","United States",799286000
"14874","United States",196945000
"14875","United States",131203000
"14876","United States",471138000
"14877","United States",1359146000
"14878","United States",893043000
"14879","United States",32297000
"14880","United States",38942000
"14881","United States",41277000
"14882","United States",128099000
"14883","United States",120012000
"14884","United States",187376000
"14885","United States",47289000
"14886","United States",97824000
"14887","United States",105100000
"14888","United States",25179000
"14889","United States",69648000
"14890","United States",466103000
"14891","United States",134211000
"14892","United States",26144000
"14893","United States",6112000
"14894","United States",6532000
"14895","United States",5972000
"14896","United States",1771000
"14897","United States",36517000
"14898","United States",26845000
"14899","United States",22687000
"14900","United States",136975000
"14901","United States",62337000
"14902","United States",733049000
"14903","United States",846093000
"14904","United States",172608000
"14905","United States",25909000
"14906","United States",31192000
"14907","United States",78565000
"14908","United States",138881000
"14909","United States",64327000
"14910","United States",39383000
"14911","United States",45653000
"14912","United States",19179000
"14913","United States",126489000
"14914","United States",38420000
"14915","United States",65487000
"14916","United States",577250000
"14917","United States",88428000
"14918","United States",26807000
"14919","United States",10013000
"14920","United States",136273000
"14921","United States",37900000
"14922","United States",10862000
"14923","United States",1779000
"14924","United States",75352000
"14925","United States",69655000
"14926","United States",120181000
"14927","United States",593154000
"14928","United States",180688000
"14929","United States",42579000
"14930","United States",40823000
"14931","United States",89069000
"14932","United States",109738000
"14933","United States",130257000
"14934","United States",1115375000
"14935","United States",350311000
"14936","United States",364517000
"14937","United States",390090000
"14938","United States",6759000
"14939","United States",223583000
"14940","United States",172074000
"14941","United States",47835000
"14942","United States",3674000
"14943","United States",1606281000
"14944","United States",482844000
"14945","United States",637452000
"14946","United States",587965000
"14947","United States",49487000
"14948","United States",268002000
"14949","United States",1771435000
"14950","United States",816416000
"14951","United States",561565000
"14952","United States",188683000
"14953","United States",204771000
"14954","United States",170174000
"14955","United States",77871000
"14956","United States",10987000
"14957","United States",81316000
"14958","United States",566911000
"14959","United States",108161000
"14960","United States",458750000
"14961","United States",437653000
"14962","United States",105853000
"14963","United States",90644000
"14964","United States",213774000
"14965","Alabama",168349427
"14966","Alabama",75262
"14967","Alabama",401234
"14968","Alabama",167948193
"14969","Alabama",131509075
"14970","Alabama",552973
"14971","Alabama",299025
"14972","Alabama",2486
"14973","Alabama",251462
"14974","Alabama",777165
"14975","Alabama",67005
"14976","Alabama",618819
"14977","Alabama",91341
"14978","Alabama",2201574
"14979","Alabama",9288874
"14980","Alabama",2425568
"14981","Alabama",1787717
"14982","Alabama",5075589
"14983","Alabama",25817721
"14984","Alabama",18312533
"14985","Alabama",1448589
"14986","Alabama",834938
"14987","Alabama",2351616
"14988","Alabama",2227176
"14989","Alabama",962611
"14990","Alabama",800020
"14991","Alabama",602523
"14992","Alabama",5263488
"14993","Alabama",2647272
"14994","Alabama",535936
"14995","Alabama",638364
"14996","Alabama",7505188
"14997","Alabama",2006487
"14998","Alabama",273167
"14999","Alabama",266189
"15000","Alabama",128577
"15001","Alabama",88838
"15002","Alabama",1465
"15003","Alabama",1293547
"15004","Alabama",190860
"15005","Alabama",358290
"15006","Alabama",1503442
"15007","Alabama",1394326
"15008","Alabama",8194196
"15009","Alabama",10978688
"15010","Alabama",2603207
"15011","Alabama",1236779
"15012","Alabama",1325473
"15013","Alabama",5794857
"15014","Alabama",78589
"15015","Alabama",63221
"15016","Alabama",2281098
"15017","Alabama",98280
"15018","Alabama",102291
"15019","Alabama",843929
"15020","Alabama",1323626
"15021","Alabama",2409260
"15022","Alabama",74565
"15023","Alabama",750342
"15024","Alabama",515143
"15025","Alabama",108442
"15026","Alabama",9255212
"15027","Alabama",3886519
"15028","Alabama",1098200
"15029","Alabama",4236667
"15030","Alabama",1943325
"15031","Alabama",1354138
"15032","Alabama",573399
"15033","Alabama",15788
"15034","Alabama",14784036
"15035","Alabama",2505719
"15036","Alabama",6211337
"15037","Alabama",5629878
"15038","Alabama",581459
"15039","Alabama",1276265
"15040","Alabama",17169560
"15041","Alabama",9927314
"15042","Alabama",4014966
"15043","Alabama",2015928
"15044","Alabama",1211352
"15045","Alabama",821091
"15046","Alabama",158558
"15047","Alabama",69243
"15048","Alabama",593290
"15049","Alabama",5859268
"15050","Alabama",664740
"15051","Alabama",5194528
"15052","Alabama",5667954
"15053","Alabama",1648830
"15054","Alabama",902348
"15055","Alabama",2909747
"15056","Alaska",35107416
"15057","Alaska",96864
"15058","Alaska",33122
"15059","Alaska",35074294
"15060","Alaska",23540010
"15061","Alaska",52684
"15062","Alaska",16155
"15063","Alaska",24112
"15064","Alaska",12417
"15065","Alaska",2569369
"15066","Alaska",965245
"15067","Alaska",641581
"15068","Alaska",962543
"15069","Alaska",401772
"15070","Alaska",2322314
"15071","Alaska",680134
"15072","Alaska",850437
"15073","Alaska",791743
"15074","Alaska",1070167
"15075","Alaska",201997
"15076","Alaska",17439
"15077","Alaska",26444
"15078","Alaska",2305
"15079","Alaska",42287
"15080","Alaska",8760
"15081","Alaska",22012
"15082","Alaska",1230
"15083","Alaska",1663
"15084","Alaska",14409
"15085","Alaska",868170
"15086","Alaska",711546
"15087","Alaska",40584
"15088","Alaska",2350
"15089","Alaska",688
"15090","Alaska",17124
"15091","Alaska",84502
"15092","Alaska",4489
"15093","Alaska",5057
"15094","Alaska",620723
"15095","Alaska",1906638
"15096","Alaska",341312
"15097","Alaska",225057
"15098","Alaska",240699
"15099","Alaska",2590639
"15100","Alaska",839243
"15101","Alaska",201080
"15102","Alaska",358838
"15103","Alaska",78806
"15104","Alaska",167296
"15105","Alaska",273717
"15106","Alaska",32991
"15107","Alaska",513461
"15108","Alaska",18393
"15109","Alaska",385425
"15110","Alaska",18052
"15111","Alaska",6311
"15112","Alaska",707059
"15113","Alaska",389427
"15114","Alaska",193886
"15115","Alaska",339329
"15116","Alaska",221114
"15117","Alaska",1589043
"15118","Alaska",466953
"15119","Alaska",916954
"15120","Alaska",744345
"15121","Alaska",172609
"15122","Alaska",179069
"15123","Alaska",4651583
"15124","Alaska",2231255
"15125","Alaska",1718223
"15126","Alaska",257161
"15127","Alaska",444944
"15128","Alaska",252815
"15129","Alaska",33140
"15130","Alaska",33673
"15131","Alaska",186002
"15132","Alaska",1451522
"15133","Alaska",488679
"15134","Alaska",962843
"15135","Alaska",937916
"15136","Alaska",255637
"15137","Alaska",118478
"15138","Alaska",528388
"15139","Arizona",290848315
"15140","Arizona",86444
"15141","Arizona",735357
"15142","Arizona",290112958
"15143","Arizona",246465187
"15144","Arizona",634567
"15145","Arizona",622844
"15146","Arizona",1940652
"15147","Arizona",8229
"15148","Arizona",1821222
"15149","Arizona",111201
"15150","Arizona",2235642
"15151","Arizona",21751927
"15152","Arizona",5425317
"15153","Arizona",2828227
"15154","Arizona",13498383
"15155","Arizona",23826854
"15156","Arizona",19839928
"15157","Arizona",381493
"15158","Arizona",779940
"15159","Arizona",450422
"15160","Arizona",2476442
"15161","Arizona",1266429
"15162","Arizona",6260007
"15163","Arizona",446155
"15164","Arizona",778937
"15165","Arizona",5053927
"15166","Arizona",362116
"15167","Arizona",1584060
"15168","Arizona",3986926
"15169","Arizona",1112967
"15170","Arizona",486293
"15171","Arizona",21309
"15172","Arizona",63914
"15173","Arizona",35646
"15174","Arizona",7187
"15175","Arizona",268743
"15176","Arizona",423994
"15177","Arizona",40396
"15178","Arizona",1031697
"15179","Arizona",494780
"15180","Arizona",15010013
"15181","Arizona",19986469
"15182","Arizona",4857916
"15183","Arizona",1770497
"15184","Arizona",2957070
"15185","Arizona",11357595
"15186","Arizona",2182467
"15187","Arizona",2146156
"15188","Arizona",761327
"15189","Arizona",80981
"15190","Arizona",38450
"15191","Arizona",1502026
"15192","Arizona",1133747
"15193","Arizona",3119193
"15194","Arizona",7496509
"15195","Arizona",237479
"15196","Arizona",1463578
"15197","Arizona",2145508
"15198","Arizona",681398
"15199","Arizona",22978007
"15200","Arizona",10373494
"15201","Arizona",4001185
"15202","Arizona",8523183
"15203","Arizona",69717
"15204","Arizona",5545929
"15205","Arizona",4136981
"15206","Arizona",1333877
"15207","Arizona",75071
"15208","Arizona",22043617
"15209","Arizona",6711010
"15210","Arizona",16972022
"15211","Arizona",16074920
"15212","Arizona",897102
"15213","Arizona",4672662
"15214","Arizona",38554603
"15215","Arizona",19867967
"15216","Arizona",11524339
"15217","Arizona",3676191
"15218","Arizona",3486106
"15219","Arizona",3834446
"15220","Arizona",1925403
"15221","Arizona",205172
"15222","Arizona",1703871
"15223","Arizona",12989429
"15224","Arizona",2545407
"15225","Arizona",10444022
"15226","Arizona",7923234
"15227","Arizona",2335599
"15228","Arizona",1941475
"15229","Arizona",2995864
"15230","Arkansas",99282803
"15231","Arkansas",72298
"15232","Arkansas",440716
"15233","Arkansas",98842087
"15234","Arkansas",82160161
"15235","Arkansas",490634
"15236","Arkansas",156383
"15237","Arkansas",642
"15238","Arkansas",333609
"15239","Arkansas",345432
"15240","Arkansas",51078
"15241","Arkansas",171788
"15242","Arkansas",122566
"15243","Arkansas",1247477
"15244","Arkansas",5357271
"15245","Arkansas",1309241
"15246","Arkansas",904106
"15247","Arkansas",3143924
"15248","Arkansas",12672406
"15249","Arkansas",6465311
"15250","Arkansas",735922
"15251","Arkansas",315722
"15252","Arkansas",1044108
"15253","Arkansas",1331573
"15254","Arkansas",948129
"15255","Arkansas",378485
"15256","Arkansas",639980
"15257","Arkansas",218744
"15258","Arkansas",224865
"15259","Arkansas",6207095
"15260","Arkansas",3303728
"15261","Arkansas",146861
"15262","Arkansas",5193
"15263","Arkansas",58636
"15264","Arkansas",24306
"15265","Arkansas",33608
"15266","Arkansas",851371
"15267","Arkansas",191285
"15268","Arkansas",162075
"15269","Arkansas",579138
"15270","Arkansas",850894
"15271","Arkansas",5667921
"15272","Arkansas",6635243
"15273","Arkansas",1441709
"15274","Arkansas",712284
"15275","Arkansas",847152
"15276","Arkansas",5152512
"15277","Arkansas",66187
"15278","Arkansas",368182
"15279","Arkansas",3433
"15280","Arkansas",2924271
"15281","Arkansas",80009
"15282","Arkansas",72943
"15283","Arkansas",663
"15284","Arkansas",513543
"15285","Arkansas",362582
"15286","Arkansas",760699
"15287","Arkansas",1397778
"15288","Arkansas",52585
"15289","Arkansas",414653
"15290","Arkansas",628082
"15291","Arkansas",45884
"15292","Arkansas",4502375
"15293","Arkansas",1857574
"15294","Arkansas",686958
"15295","Arkansas",1940547
"15296","Arkansas",10338
"15297","Arkansas",1004192
"15298","Arkansas",720638
"15299","Arkansas",279713
"15300","Arkansas",3841
"15301","Arkansas",5054283
"15302","Arkansas",7839107
"15303","Arkansas",3941962
"15304","Arkansas",3564548
"15305","Arkansas",377414
"15306","Arkansas",895951
"15307","Arkansas",12912325
"15308","Arkansas",5995677
"15309","Arkansas",3922948
"15310","Arkansas",1455886
"15311","Arkansas",1537814
"15312","Arkansas",623822
"15313","Arkansas",155079
"15314","Arkansas",54017
"15315","Arkansas",414726
"15316","Arkansas",3487838
"15317","Arkansas",383595
"15318","Arkansas",3104243
"15319","Arkansas",2931632
"15320","Arkansas",868108
"15321","Arkansas",443810
"15322","Arkansas",1501530
"15323","California",2131472645
"15324","California",111811
"15325","California",9918616
"15326","California",2121554029
"15327","California",1750427248
"15328","California",13411596
"15329","California",240787
"15330","California",51808
"15331","California",13119001
"15332","California",2855511
"15333","California",1052851
"15334","California",835681
"15335","California",966979
"15336","California",14769978
"15337","California",99732761
"15338","California",24082450
"15339","California",14027062
"15340","California",61623249
"15341","California",186871854
"15342","California",139226333
"15343","California",2099318
"15344","California",3138860
"15345","California",1531119
"15346","California",11309213
"15347","California",11105200
"15348","California",67131626
"15349","California",4527008
"15350","California",5999931
"15351","California",17658866
"15352","California",2269409
"15353","California",12455783
"15354","California",47645521
"15355","California",13309550
"15356","California",6132343
"15357","California",349569
"15358","California",560133
"15359","California",1986021
"15360","California",283448
"15361","California",2077030
"15362","California",2404817
"15363","California",2880936
"15364","California",13428321
"15365","California",4233353
"15366","California",82255756
"15367","California",99928578
"15368","California",18282190
"15369","California",8252874
"15370","California",20531486
"15371","California",79378044
"15372","California",9692351
"15373","California",1582010
"15374","California",753378
"15375","California",13529440
"15376","California",11835268
"15377","California",299346
"15378","California",226775
"15379","California",11560797
"15380","California",10936465
"15381","California",18962214
"15382","California",174364567
"15383","California",21311148
"15384","California",10003149
"15385","California",29026470
"15386","California",64585958
"15387","California",107389596
"15388","California",33344836
"15389","California",40002160
"15390","California",32694006
"15391","California",32621704
"15392","California",26401504
"15393","California",5734591
"15394","California",485609
"15395","California",270918839
"15396","California",74765769
"15397","California",84143878
"15398","California",77623145
"15399","California",6520733
"15400","California",34439985
"15401","California",229594685
"15402","California",111280642
"15403","California",55643280
"15404","California",21747214
"15405","California",40923549
"15406","California",31013837
"15407","California",17732260
"15408","California",1648242
"15409","California",11633335
"15410","California",79641689
"15411","California",14210163
"15412","California",65431526
"15413","California",52328621
"15414","California",11882018
"15415","California",11654225
"15416","California",23201823
"15417","Colorado",297399060
"15418","Colorado",96339
"15419","Colorado",826205
"15420","Colorado",296572855
"15421","Colorado",245266121
"15422","Colorado",351413
"15423","Colorado",9934
"15424","Colorado",1488
"15425","Colorado",339991
"15426","Colorado",4057082
"15427","Colorado",1808520
"15428","Colorado",565421
"15429","Colorado",1683141
"15430","Colorado",1669252
"15431","Colorado",18507288
"15432","Colorado",4415462
"15433","Colorado",3022615
"15434","Colorado",11069211
"15435","Colorado",16565417
"15436","Colorado",11449356
"15437","Colorado",290486
"15438","Colorado",772954
"15439","Colorado",223459
"15440","Colorado",1267639
"15441","Colorado",1347250
"15442","Colorado",3812564
"15443","Colorado",284537
"15444","Colorado",186447
"15445","Colorado",1746163
"15446","Colorado",425566
"15447","Colorado",1092291
"15448","Colorado",5116061
"15449","Colorado",2072413
"15450","Colorado",793894
"15451","Colorado",2749
"15452","Colorado",75622
"15453","Colorado",27981
"15454","Colorado",6808
"15455","Colorado",115919
"15456","Colorado",312975
"15457","Colorado",155392
"15458","Colorado",973966
"15459","Colorado",578342
"15460","Colorado",15619114
"15461","Colorado",15364739
"15462","Colorado",3230667
"15463","Colorado",1511881
"15464","Colorado",2600671
"15465","Colorado",10708764
"15466","Colorado",4030565
"15467","Colorado",368449
"15468","Colorado",1680284
"15469","Colorado",431472
"15470","Colorado",256835
"15471","Colorado",38944
"15472","Colorado",986151
"15473","Colorado",1110096
"15474","Colorado",1805968
"15475","Colorado",13868783
"15476","Colorado",281789
"15477","Colorado",3865162
"15478","Colorado",3348217
"15479","Colorado",763380
"15480","Colorado",18919389
"15481","Colorado",5547471
"15482","Colorado",6378953
"15483","Colorado",6857617
"15484","Colorado",5557727
"15485","Colorado",4435635
"15486","Colorado",1027455
"15487","Colorado",94637
"15488","Colorado",45582587
"15489","Colorado",9735996
"15490","Colorado",11358566
"15491","Colorado",10367723
"15492","Colorado",990843
"15493","Colorado",3648243
"15494","Colorado",27162516
"15495","Colorado",14749433
"15496","Colorado",6342777
"15497","Colorado",2661895
"15498","Colorado",3408411
"15499","Colorado",4140014
"15500","Colorado",1511938
"15501","Colorado",261399
"15502","Colorado",2366677
"15503","Colorado",13075118
"15504","Colorado",2749087
"15505","Colorado",10326031
"15506","Colorado",9374113
"15507","Colorado",2238784
"15508","Colorado",2057409
"15509","Colorado",4633455
"15510","Connecticut",183630797
"15511","Connecticut",103945
"15512","Connecticut",192143
"15513","Connecticut",183438654
"15514","Connecticut",157251277
"15515","Connecticut",28243
"15516","Connecticut",50403
"15517","Connecticut",49274
"15518","Connecticut",1129
"15519","Connecticut",1036914
"15520","Connecticut",6666832
"15521","Connecticut",1322989
"15522","Connecticut",920240
"15523","Connecticut",4423603
"15524","Connecticut",19286144
"15525","Connecticut",15665994
"15526","Connecticut",80823
"15527","Connecticut",226025
"15528","Connecticut",377619
"15529","Connecticut",2764739
"15530","Connecticut",1678469
"15531","Connecticut",1156079
"15532","Connecticut",859383
"15533","Connecticut",190328
"15534","Connecticut",1010421
"15535","Connecticut",3620150
"15536","Connecticut",609849
"15537","Connecticut",192929
"15538","Connecticut",44555
"15539","Connecticut",61591
"15540","Connecticut",300116
"15541","Connecticut",351978
"15542","Connecticut",37815
"15543","Connecticut",1559773
"15544","Connecticut",438143
